timestamp,wallet,hash,token,token_address,value,usd_value,whale_size,direction,from,to
2025-09-04 19:06:59,0x742d35Cc6634C0532925a3b844Bc454e4438f44e,0xa8022293a1bf9123e700541f30f0cfb92d1d1273ded52687ce3ee26d6a629636,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,497.563103424336,861819.1001792239,🦈 MEGA WHALE,RECEIVED,0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,0x742d35cc6634c0532925a3b844bc454e4438f44e
2025-09-04 19:54:23,0x28C6c06298d514Db089934071355E5743bf21d60,0x5cc8cb37507a152d535d09920e0982ed65763192a2dd1bcfe469529996f51e6b,SKL,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,438854.0,0,🐠 Regular,SENT,0x28c6c06298d514db089934071355e5743bf21d60,0x8ac2e03ea3045c59f988c064b3e40fd0a733a6a2
2025-09-04 19:52:11,0x365084b05fa7d5028346bd21d842ed0601bab5b8,0x04bc5d7a4f35640ce6971111511fee38427c731914e82a0166b93608a5dcefc0,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,499901.594291,0,🐠 Regular,SENT,0x365084b05fa7d5028346bd21d842ed0601bab5b8,0x52aa899454998be5b000ad077a46bbe360f4e497
2025-09-04 19:54:11,0x70bf6634ee8cb27d04478f184b9b8bb13e5f4710,0x7486177bec5c1459f46a4fa6bfbb0585a576e19c57dda1b6d88eca917e93b1e3,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0,🐠 Regular,SENT,0x70bf6634ee8cb27d04478f184b9b8bb13e5f4710,0xfd386f4443fadd5479ff1078c7e9219f47836bdb
